song,song_id,artist,artist_id,category,genres,audio_ft_danceability,audio_ft_energy,audio_ft_key,audio_ft_loudness,audio_ft_mode,audio_ft_speechiness,audio_ft_acousticness,audio_ft_instrumentalness,audio_ft_liveness,audio_ft_valence,audio_ft_tempo,audio_ft_duration_ms,audio_ft_time_signature
Kiss Kiss,3wKKkGVn7cVSfgPeYYIiXG,Chris Brown,7bXgB6jMjp9ATFy66eO08Z,rnb,"['dance', 'pop', 'r&b', 'rap']",0.7290000000000001,0.6579999999999999,10.0,-3.386,0.0,0.225,0.0506,0.0,0.0693,0.551,140.043,250667.0,3.0
U Remind Me,2QsZVnbWVSjKMXK6K3uRBL,Usher,23zg3TcAtWQy7J6upgbUnj,rnb,"['pop', 'urban', 'r&b', 'south', 'dance', 'atl']",0.657,0.629,6.0,-4.938,1.0,0.0782,0.194,0.0,0.254,0.726,93.985,266893.0,4.0
Let Me Love You,3ibKnFDaa3GhpPGlOUj7ff,Mario,20s0P9QLxGqKuCsGwFsp7w,rnb,"['pop', 'hip', 'rap', 'urban', 'r&b', 'post-teen', 'dance']",0.6559999999999999,0.578,7.0,-8.97,0.0,0.0922,0.235,0.0,0.118,0.556,94.514,256733.0,4.0
Where the Party At,5HIH7viDwuewZiv6Hs75ys,Jagged Edge,7Aq8lpLMSt1Zxu56pe9bmp,rnb,"['neo', 'pop', 'hip', 'new', 'urban', 'quiet', 'r&b', 'southern', 'dance', 'atl']",0.6829999999999999,0.653,7.0,-6.3439999999999985,1.0,0.201,0.311,1.02e-06,0.0801,0.8640000000000001,96.905,232560.0,4.0
We Belong Together,3LmvfNUQtglbTrydsdIqFU,Mariah Carey,4iHNK0tOyZPYnBU7nGAgpQ,rnb,"['urban', 'dance', 'pop', 'r&b']",0.8370000000000001,0.462,0.0,-7.89,1.0,0.0601,0.0339,0.0,0.09,0.762,139.986,201400.0,4.0
808,1Pqv7l6vxjBxd5fx4bWchC,Blaque,1nSRa2YjjFWJLHGKM07oGQ,rnb,"['r&b', 'urban', 'hip', 'girl']",0.867,0.42,1.0,-9.478,1.0,0.16699999999999998,0.00328,3.18e-06,0.0887,0.3670000000000001,121.66,306693.0,4.0
Never Too Busy,0TNAK7LNCi7AKDZAbhWQXr,Kenny Lattimore,1UjTUqWfGkof4L5HO5NmzP,rnb,"['neo', 'new', 'urban', 'r&b', 'quiet']",0.7609999999999999,0.413,4.0,-10.137,0.0,0.0681,0.113,0.00197,0.09,0.733,167.947,331560.0,4.0
Nobody Else,2ZmUMKX5cJQfQj12SmGYtg,Tyrese,08p7B5OtcUuVblvkQIlBhJ,rnb,"['neo', 'pop', 'hip', 'new', 'urban', 'quiet', 'r&b', 'dance']",0.6970000000000001,0.684,7.0,-5.634,1.0,0.0897,0.00923,1.5e-05,0.136,0.596,91.882,232733.0,4.0
It Had to Be You,0UH3m8uxVdQDCtG61CKMXE,Silk,3wVllS5itPK6rpHwfvNce4,rnb,"['neo', 'hip', 'new', 'urban', 'quiet', 'r&b', 'dance', 'boy', 'atl']",0.69,0.654,1.0,-7.852,0.0,0.0322,0.00867,0.0,0.07200000000000001,0.7090000000000001,134.607,248000.0,4.0
How Deep Is Your Love,60NvAO9lx0KmBNAVHIlWN6,Dru Hill,1255GTUKNCLCTvH9ctD4cT,rnb,"['neo', 'pop', 'hip', 'new', 'urban', 'quiet', 'r&b', 'southern', 'dance']",0.7290000000000001,0.434,3.0,-9.111,0.0,0.079,0.0473,1.23e-05,0.314,0.743,94.411,243360.0,4.0
"U Know What's Up (feat. Lisa ""Left Eye"" Lopes)",5PMKzsUsTpZZGsCcJBuhP2,Donell Jones,5KNqYrivNgVCHBssEUSu5B,rnb,"['neo', 'pop', 'hip', 'new', 'urban', 'quiet', 'r&b', 'dance']",0.8540000000000001,0.5429999999999999,8.0,-6.166,0.0,0.0844,0.0402,5.73e-05,0.0419,0.868,103.032,243733.0,4.0
Faded Pictures,1CAw3ethNuSDPf3E7luSFF,Case,5aEWnrN8h3MhuFUPRfaVuy,rnb,"['neo', 'pop', 'hip', 'new', 'urban', 'quiet', 'r&b', 'dance']",0.705,0.511,6.0,-7.4220000000000015,0.0,0.202,0.125,1.72e-06,0.153,0.581,82.01100000000002,229773.0,4.0
Return of the Mack,3jDdpx9PMlfMBS5tOBHFm9,Mark Morrison,6V3F8MZrOKdT9fU686ybE9,rnb,"['british', 'new']",0.715,0.833,2.0,-5.379,1.0,0.108,0.0063100000000000005,0.0,0.16399999999999998,0.612,95.487,213093.0,4.0
Hit Me Off,0yNCFwihschpOwSgK31f2O,New Edition,1mFX1QlezK1lNPKQJkhwWb,rnb,"['funk', 'hip', 'new', 'urban', 'quiet', 'r&b', 'dance', 'boy']",0.72,0.7190000000000001,7.0,-4.5710000000000015,0.0,0.0882,0.185,0.000128,0.522,0.899,88.98700000000002,261400.0,4.0
Sensitivity,3lRgzwd3g1TewI4zjgbh9V,Ralph Tresvant,6MLDcHrNh4OqxDZAjMt5pt,rnb,"['r&b', 'urban', 'quiet', 'new']",0.6829999999999999,0.6609999999999999,1.0,-12.823,1.0,0.0459,0.13699999999999998,0.557,0.0772,0.7070000000000001,96.956,281333.0,4.0
Rub You The Right Way,40xz60ciGIpsRtDqRfPKBE,Johnny Gill,7oHzn7edwmrYClrPRINkbn,rnb,"['neo', 'funk', 'new', 'urban', 'quiet', 'r&b']",0.66,0.873,10.0,-6.952000000000001,1.0,0.0461,0.0152,0.00324,0.331,0.8640000000000001,111.872,332307.0,4.0
Humpin' Around,36tOpYpo1omPwIab8ebEkW,Bobby Brown,62sPt3fswraiEPnKQpAbdE,rnb,"['funk', 'rap', 'hip', 'new', 'urban', 'quiet', 'r&b', 'dance']",0.71,0.8,1.0,-7.141,1.0,0.04,0.00223,0.211,0.0455,0.61,110.211,378493.0,4.0
Do Me!,47uDHNJpq4zUfOM0RFdEbV,Bell Biv DeVoe,2zFZiWQJFFshzojycnXoTL,rnb,"['funk', 'rap', 'hip', 'new', 'urban', 'quiet', 'r&b', 'boy']",0.7140000000000001,0.735,7.0,-8.03,1.0,0.0373,0.0179,1.56e-05,0.238,0.7040000000000001,107.822,272427.0,4.0
Knockin' da Boots,6x53SJOV1PAZ8ZUwH4NFXQ,H-Town,21gGD9dUby5ls0belA1wqZ,rnb,"['neo', 'hip', 'new', 'urban', 'quiet', 'r&b', 'boy']",0.726,0.501,1.0,-13.884,0.0,0.154,0.155,0.0,0.0893,0.5820000000000001,128.099,330945.0,4.0
Every Little Thing I Do,5u3rsmRYRSKJpFHXPT4p07,Soul For Real,296LotOmbj7eOX7r9l46fK,rnb,"['hip', 'new', 'urban', 'r&b', 'quiet', 'boy']",0.713,0.378,7.0,-9.04,0.0,0.0298,0.00561,0.00186,0.0845,0.29100000000000004,99.055,260067.0,4.0
Cry For You,3RNvMhYFEwpCgPnDGKR5MB,Jodeci,1eNkUXHPaXyuyC8NAgzykK,rnb,"['neo', 'funk', 'hip', 'new', 'urban', 'quiet', 'r&b', 'dance']",0.65,0.496,5.0,-12.349,0.0,0.0331,0.305,0.0,0.33,0.5760000000000001,115.775,300907.0,4.0
Right Here - Human Nature Radio Mix,5u3FywQOPJ5O7ZAjm31cnq,SWV,2NmK5FyrQ18HOPXq1UBzqa,rnb,"['neo', 'hip', 'new', 'urban', 'girl', 'quiet', 'r&b', 'dance']",0.601,0.74,9.0,-5.043,0.0,0.0573,0.0299,0.332,0.0937,0.672,94.013,226800.0,4.0
B.B.D. (I Thought It Was Me)?,3KNH9AoufxNYVdZTWpADsK,Bell Biv DeVoe,2zFZiWQJFFshzojycnXoTL,rnb,"['funk', 'rap', 'hip', 'new', 'urban', 'quiet', 'r&b', 'boy']",0.745,0.754,7.0,-9.52,1.0,0.0423,0.0035,5.14e-05,0.0547,0.7140000000000001,105.569,275293.0,4.0
Touch It,3upCmUgdchN3u0vkedbC5S,Monifah,7peqq4aACFkBwIWGG0YRJ9,rnb,"['r&b', 'urban', 'hip', 'new']",0.863,0.476,8.0,-10.019,0.0,0.0932,0.0307,0.0515,0.0706,0.7829999999999999,115.459,285827.0,4.0
Steelo,5OQO6NEs89flntUWPtXUiG,702,2S8UlyXW4JjjHcbeg8ddIo,rnb,"['neo', 'hip', 'new', 'urban', 'girl', 'r&b']",0.767,0.731,8.0,-8.109,0.0,0.114,0.103,0.00364,0.102,0.6779999999999999,90.997,257960.0,4.0
Come and Talk to Me - Remix,5xE7sFTlv2yrG9mmhDSpdq,Jodeci,1eNkUXHPaXyuyC8NAgzykK,rnb,"['neo', 'funk', 'hip', 'new', 'urban', 'quiet', 'r&b', 'dance']",0.72,0.657,11.0,-6.823,0.0,0.295,0.0262,2.33e-06,0.209,0.657,172.168,295387.0,4.0
Feels So Good,0b0vpt8e3AkV3GG8HoUEJm,Xscape,5z2cHsOmmmWcAPNG1oEhw0,rnb,"['neo', 'pop', 'hip', 'new', 'urban', 'girl', 'quiet', 'r&b', 'dance', 'atl']",0.7120000000000001,0.454,7.0,-9.029,1.0,0.0478,0.0162,1.23e-06,0.111,0.659,82.619,212040.0,4.0
Wanna Get With U,0Vp56gzB5TWuZ1o3owrHu5,Guy,2IBPIcSkvQZyoaVfoyZKE8,rnb,"['neo', 'funk', 'hip', 'new', 'urban', 'quiet', 'r&b']",0.797,0.722,10.0,-10.630999999999998,0.0,0.0422,0.012,0.00761,0.0474,0.8190000000000001,110.095,286373.0,4.0
Freak Like Me,6Vas6h9lB5mmeVDXdFqlQA,Adina Howard,266SmBZTt4zRzaKEANWbfQ,rnb,"['neo', 'hip', 'new', 'urban', 'r&b']",0.655,0.8370000000000001,11.0,-6.04,0.0,0.0723,0.0262,5.85e-06,0.0454,0.66,91.014,253613.0,4.0
Real Love,3XG801WWhqC753dekEBkMt,Mary J. Blige,1XkoF8ryArs86LZvFOkbyr,rnb,"['neo', 'pop', 'hip', 'urban', 'r&b', 'dance']",0.769,0.7809999999999999,0.0,-5.472,1.0,0.0797,0.119,0.000371,0.0506,0.826,95.02,269973.0,4.0
Love Like This,7MQywXGHEev7JmwwIzMcao,Faith Evans,5NDMothbpdpq2xHqSjrrWn,rnb,"['neo', 'hip', 'new', 'urban', 'quiet', 'r&b', 'dance']",0.767,0.551,0.0,-7.3279999999999985,1.0,0.0616,0.00364,0.0,0.0451,0.7959999999999999,100.904,275707.0,4.0
Love On My Mind,5hzdcPTFKEuRVuN8cTkcvl,Xscape,5z2cHsOmmmWcAPNG1oEhw0,rnb,"['neo', 'pop', 'hip', 'new', 'urban', 'girl', 'quiet', 'r&b', 'dance', 'atl']",0.892,0.488,3.0,-9.748,0.0,0.041,0.0316,0.0,0.0284,0.7859999999999999,101.89,228902.0,4.0
You're the One,67ZorjDM25q7bETfLbHdfS,SWV,2NmK5FyrQ18HOPXq1UBzqa,rnb,"['neo', 'hip', 'new', 'urban', 'girl', 'quiet', 'r&b', 'dance']",0.79,0.608,6.0,-7.151,1.0,0.0363,0.522,0.00491,0.193,0.958,94.166,282600.0,4.0
"I Wanna Be Down (feat. Queen Latifah, Yoyo & McLyte) - Remix",5HQwoi47vjLNqaOc329VNM,Brandy,05oH07COxkXKIMt6mIPRee,rnb,"['neo', 'pop', 'hip', 'urban', 'r&b', 'dance']",0.893,0.433,11.0,-5.88,0.0,0.396,0.33,0.0,0.395,0.675,86.01,256667.0,4.0
If You Love Me,0BTGqPIW9acmhhUmENkq5r,Brownstone,6dQgkiJm1fRkcqKOvPzysr,rnb,"['neo', 'hip', 'new', 'urban', 'girl', 'quiet', 'r&b']",0.687,0.583,7.0,-10.224,1.0,0.064,0.224,0.0,0.106,0.21,95.137,303903.0,4.0
You Make Me Wanna...,47TqCCnEliDp8NRDyIQoQq,Usher,23zg3TcAtWQy7J6upgbUnj,rnb,"['pop', 'urban', 'r&b', 'south', 'dance', 'atl']",0.7609999999999999,0.639,5.0,-7.577000000000001,0.0,0.0539,0.0359,0.0,0.0945,0.922,164.088,219120.0,4.0
No Diggity,6MdqqkQ8sSC0WB4i8PyRuQ,Blackstreet,2P3cjUru4H3fhSXXNxE9kA,rnb,"['neo', 'pop', 'hip', 'rap', 'new', 'urban', 'quiet', 'r&b', 'dance', 'boy']",0.867,0.6459999999999999,1.0,-4.674,0.0,0.28800000000000003,0.303,0.0,0.279,0.67,88.634,304600.0,4.0
My Little Secret,0mIuIBLkaRvPCz6A0mPqbM,Xscape,5z2cHsOmmmWcAPNG1oEhw0,rnb,"['neo', 'pop', 'hip', 'new', 'urban', 'girl', 'quiet', 'r&b', 'dance', 'atl']",0.8140000000000001,0.431,8.0,-9.125,1.0,0.0936,0.371,0.0,0.335,0.542,129.957,268040.0,4.0
I'm So Into You,5A0aUvnfAEcmUx3hoXjI8R,SWV,2NmK5FyrQ18HOPXq1UBzqa,rnb,"['neo', 'hip', 'new', 'urban', 'girl', 'quiet', 'r&b', 'dance']",0.85,0.513,7.0,-10.663,1.0,0.0513,0.0624,0.00249,0.0689,0.623,99.01,278333.0,4.0
Still Not a Player (feat. Joe),5PG3h38oiQLEJlOuOvIs80,Big Pun,2Xu7q46Hf02xOoEIm4E1Qs,rnb,"['east', 'rap', 'hip', 'gangster', 'hardcore', 'bronx', 'southern']",0.902,0.614,4.0,-6.529,0.0,0.289,0.184,0.000742,0.0867,0.862,94.069,236907.0,4.0
Pony,6mz1fBdKATx6qP4oP1I65G,Ginuwine,7r8RF1tN2A4CiGEplkp1oP,rnb,"['neo', 'hip', 'new', 'urban', 'r&b', 'southern', 'dance']",0.7490000000000001,0.605,8.0,-9.359,0.0,0.086,0.00186,0.0381,0.115,0.966,142.024,251733.0,4.0
Can't You See,1poK64Wt7p7VwrAbFgD5hS,Total,1urjDGTd4iBze91Z1W1gu7,rnb,"['neo', 'hip', 'new', 'urban', 'r&b']",0.715,0.721,8.0,-5.622000000000001,0.0,0.0541,0.157,1.75e-06,0.309,0.807,86.26,277320.0,4.0
Let's Get Down,7qdo6JOOaaY9LadOAhfXq7,Tony! Toni! Toné!,7vWlb4pM85jCHvV771qZZW,rnb,"['neo', 'funk', 'hip', 'new', 'urban', 'soul', 'quiet', 'r&b', 'dance']",0.907,0.645,7.0,-4.38,1.0,0.0976,0.043,0.0,0.18,0.562,103.312,299507.0,4.0
That's The Way Love Goes,29rQJydAlO0uMyWvRIZxQg,Janet Jackson,4qwGe91Bz9K2T8jXTZ815W,rnb,"['neo', 'hip', 'new', 'urban', 'r&b', 'dance']",0.703,0.7,5.0,-6.789,1.0,0.0693,0.302,0.471,0.0718,0.5820000000000001,97.675,265107.0,4.0
My Love Is Your Love,1ckU1EhAO0Nr73QYw24SWJ,Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,rnb,"['urban', 'dance', 'pop']",0.77,0.475,7.0,-9.512,1.0,0.159,0.0557,4.81e-06,0.0607,0.474,82.51100000000002,261573.0,4.0
Love On Top,1z6WtY7X4HQJvzxC4UgkSf,Beyoncé,6vWDO969PvNqNYHIOW5v0m,rnb,"['dance', 'pop', 'r&b', 'post-teen']",0.652,0.748,0.0,-5.242000000000001,1.0,0.0887,0.0849,0.0,0.604,0.652,94.1,267413.0,4.0
Adorn,25cUhiAod71TIQSNicOaW3,Miguel,360IAlyVv4PCEVjgyMZrxK,rnb,"['urban', 'dance', 'pop', 'r&b']",0.625,0.5760000000000001,11.0,-5.693,0.0,0.175,0.0543,4.07e-05,0.187,0.235,179.063,193147.0,4.0
Redbone,0wXuerDYiBnERgIpbb3JBR,Childish Gambino,73sIBHcqh3Z3NyqHKZ7FOL,rnb,"['pop', 'rap', 'hip', 'atl']",0.743,0.34700000000000003,1.0,-11.174,1.0,0.121,0.16699999999999998,0.00951,0.103,0.5720000000000001,160.143,326933.0,4.0
Don't,3pXF1nA74528Edde4of9CC,Bryson Tiller,2EMAnMvWE2eb56ToJVfCWs,rnb,"['trap', 'pop', 'rap', 'kentucky']",0.765,0.35600000000000004,11.0,-5.556,0.0,0.195,0.223,0.0,0.0963,0.189,96.991,198293.0,4.0
Best Part (feat. H.E.R.),1RMJOxR6GRPsBHL8qeC2ux,Daniel Caesar,20wkVLutqVOYrc0kxFs7rA,rnb,"['pop', 'canadian']",0.524,0.364,7.0,-10.209,1.0,0.0367,0.8079999999999999,0.0,0.1,0.436,75.24,209831.0,4.0
Boo'd Up,4squZv12LD9M8ooJfoVgZS,Ella Mai,7HkdQ0gt53LP4zmHsL0nap,rnb,"['pop', 'rap', 'urban', 'r&b', 'post-teen', 'dance', 'uk']",0.397,0.843,10.0,-3.726,0.0,0.0987,0.158,0.0,0.0844,0.22,81.20100000000002,239341.0,4.0
Thinkin Bout You,7DfFc7a6Rwfi3YQMRbDMau,Frank Ocean,2h93pZq0e7k5yf4dywlkpM,rnb,"['neo', 'hip', 'alternative', 'lgbtq+', 'pop']",0.721,0.339,0.0,-11.195,1.0,0.0532,0.409,0.00153,0.0973,0.2,129.83,200747.0,4.0
The Weekend,6gU9OKjOE7ghfEd55oRO57,SZA,7tYKF4w9nC0nq9CsPZTHyP,rnb,"['dance', 'pop', 'rap']",0.4,0.366,8.0,-9.405,0.0,0.0597,0.242,0.0,0.126,0.161,73.313,272187.0,3.0
Cranes in the Sky,48EjSdYh8wz2gBxxqzrsLe,Solange,2auiVi8sUZo17dLy1HwrTU,rnb,"['afrofuturism', 'neo', 'pop', 'hip', 'urban', 'indie', 'alternative', 'r&b', 'escape', 'dance']",0.7190000000000001,0.615,6.0,-5.972,1.0,0.045,0.408,0.000147,0.235,0.465,96.988,250973.0,4.0
That's What I Like,0KKkJNfGyhkQ5aFogxQAPU,Bruno Mars,0du5cEVh5yTK9QJze8zA0C,rnb,"['dance', 'pop']",0.853,0.56,1.0,-4.961,1.0,0.0406,0.013,0.0,0.0944,0.86,134.066,206693.0,4.0
Needed Me,4NlnpZPi5Z3r1uuyRglUhO,Rihanna,5pKCCKE2ajJHZ9KAiaK11H,rnb,"['pop', 'urban', 'barbadian', 'r&b', 'post-teen', 'dance']",0.6709999999999999,0.314,5.0,-8.091000000000001,0.0,0.244,0.11,0.0,0.0825,0.29600000000000004,110.898,191600.0,4.0
The Worst,2wBCrtJS3E3TimRZ5MElTI,Jhené Aiko,5ZS223C6JyBfXasXxrRqOk,rnb,"['pop', 'urban', 'alternative', 'r&b', 'dance']",0.539,0.414,1.0,-9.156,0.0,0.0601,0.253,1.3e-06,0.14300000000000002,0.123,94.895,254493.0,4.0
Let It Burn,6KOc6ViZB8NtfCVABmTe66,Jazmine Sullivan,7gSjFKpVmDgC2MMsnN8CYq,rnb,"['neo', 'pop', 'hip', 'urban', 'alternative', 'r&b', 'dance']",0.5589999999999999,0.56,8.0,-7.507999999999999,0.0,0.0375,0.264,0.0,0.112,0.425,79.016,223093.0,4.0
Deuces (feat. Tyga & Kevin McCall),6wN4nT2qy3MQc098yL3Eu9,Chris Brown,7bXgB6jMjp9ATFy66eO08Z,rnb,"['dance', 'pop', 'r&b', 'rap']",0.6920000000000001,0.736,1.0,-5.109,1.0,0.11,0.0324,0.0,0.0787,0.217,73.987,276560.0,4.0
Turnin' Me Up,5MjAFPcmrR1DYCgZrXCN4d,BJ The Chicago Kid,07d5etnpjriczFBB8pxmRe,rnb,"['neo', 'rap', 'hip', 'indie', 'alternative', 'underground', 'chicago']",0.7340000000000001,0.7759999999999999,2.0,-4.1930000000000005,1.0,0.0826,0.0406,0.193,0.0547,0.843,78.542,269173.0,4.0
Location,152lZdxL1OR0ZMW6KquMif,Khalid,6LuN9FCkKOj5PcnpouEgny,rnb,"['pop', 'alternative']",0.736,0.449,1.0,-11.462,0.0,0.425,0.33,0.000162,0.0898,0.326,80.126,219080.0,4.0
Say It,2Gyc6e2cLxA5hoX1NOvYnU,Tory Lanez,2jku7tDXc6XoB6MO2hFuqg,rnb,"['rap', 'hip', 'toronto', 'trap', 'canadian', 'melodic', 'pop']",0.546,0.529,11.0,-10.511,0.0,0.0583,0.0862,6.5e-06,0.124,0.247,107.331,237787.0,4.0
Drunk in Love (feat. Jay-Z),6jG2YzhxptolDzLHTGLt7S,Beyoncé,6vWDO969PvNqNYHIOW5v0m,rnb,"['dance', 'pop', 'r&b', 'post-teen']",0.589,0.621,5.0,-6.902,0.0,0.0468,0.00969,0.00104,0.181,0.401,140.03,323480.0,4.0
Hotline Bling,0wwPcA6wtMf6HUMpIRdeP7,Drake,3TVXtAsR1Inumwj472S9r4,rnb,"['rap', 'hip', 'toronto', 'canadian', 'pop']",0.8909999999999999,0.628,2.0,-7.862999999999999,1.0,0.0551,0.0025800000000000003,0.00019,0.0504,0.552,134.966,267067.0,4.0
Tonight (Best You Ever Had) (feat. Ludacris),17zF2ISrDrQdaULA8cxReK,John Legend,5y2Xq6xcjJb2jVM54GHK3t,rnb,"['neo', 'pop', 'r&b', 'urban']",0.693,0.813,7.0,-4.3610000000000015,0.0,0.066,0.0496,0.0,0.289,0.515,90.008,239453.0,4.0
There Goes My Baby,6IUiqtI8tE49sqGbmtrNd8,Usher,23zg3TcAtWQy7J6upgbUnj,rnb,"['pop', 'urban', 'r&b', 'south', 'dance', 'atl']",0.626,0.52,9.0,-8.077,0.0,0.0892,0.175,0.0,0.13,0.257,77.468,281293.0,4.0
Post to Be (feat. Chris Brown & Jhene Aiko),0fgZUSa7D7aVvv3GfO0A1n,Omarion,0f5nVCcR06GX8Qikz0COtT,rnb,"['pop', 'hip', 'rap', 'trap', 'urban', 'r&b', 'southern', 'dance']",0.733,0.6759999999999999,10.0,-5.655,0.0,0.0432,0.0697,0.0,0.208,0.701,97.448,226581.0,4.0
Sure Thing,0JXXNGljqupsJaZsgSbMZV,Miguel,360IAlyVv4PCEVjgyMZrxK,rnb,"['urban', 'dance', 'pop', 'r&b']",0.684,0.603,11.0,-8.127,0.0,0.0989,0.0275,0.000311,0.191,0.504,81.0,195373.0,4.0
oui,0PJIbOdMs3bd5AT8liULMQ,Jeremih,3KV3p5EY4AvKxOlhGHORLg,rnb,"['pop', 'hip', 'trap', 'urban', 'r&b', 'southern', 'dance', 'chicago']",0.418,0.7240000000000001,5.0,-3.724,1.0,0.0964,0.213,0.0,0.112,0.604,78.521,238320.0,5.0
Loyal (feat. Lil Wayne & Tyga),5BrTUo0xP1wKXLJWUaGFtk,Chris Brown,7bXgB6jMjp9ATFy66eO08Z,rnb,"['dance', 'pop', 'r&b', 'rap']",0.841,0.522,10.0,-5.962999999999999,0.0,0.049,0.0168,1.37e-06,0.188,0.616,99.059,264947.0,4.0
One Dance,1zi7xx7UVEFkmKfv06H8x0,Drake,3TVXtAsR1Inumwj472S9r4,rnb,"['rap', 'hip', 'toronto', 'canadian', 'pop']",0.792,0.625,1.0,-5.609,1.0,0.0536,0.007759999999999999,0.0018,0.329,0.37,103.967,173987.0,4.0
Bottoms Up (feat. Nicki Minaj),2IpGdrWvIZipmaxo1YRxw5,Trey Songz,2iojnBLj0qIMiKPvVhLnsH,rnb,"['urban', 'dance', 'pop', 'r&b']",0.845,0.601,1.0,-5.283,1.0,0.161,0.0205,0.0,0.385,0.329,74.008,242013.0,4.0
Party (feat. André 3000),42qh86p7TLXyumxSHn65kc,Beyoncé,6vWDO969PvNqNYHIOW5v0m,rnb,"['dance', 'pop', 'r&b', 'post-teen']",0.648,0.593,10.0,-6.267,1.0,0.0506,0.0188,0.0,0.16899999999999998,0.7120000000000001,160.97899999999996,245480.0,4.0
No Limit (feat. Young Thug),1CDBn2Lm7E63XKQDsdCq6O,Usher,23zg3TcAtWQy7J6upgbUnj,rnb,"['pop', 'urban', 'r&b', 'south', 'dance', 'atl']",0.7170000000000001,0.523,10.0,-6.506,0.0,0.0611,0.0799,0.0,0.206,0.282,127.047,228613.0,4.0
Distraction,1cAL4sFzXXRMbpZnTPa7Zi,Kehlani,0cGUm45nv7Z6M6qdXYQGTX,rnb,"['dance', 'pop', 'r&b', 'post-teen']",0.66,0.698,5.0,-6.266,0.0,0.0467,0.0266,0.0,0.29600000000000004,0.396,120.959,235693.0,4.0
Pusher Love Girl,773hekg7UEdbGvv3lJ3CmV,Justin Timberlake,31TPClRtHm23RisEBtV3X7,rnb,"['dance', 'pop']",0.485,0.441,1.0,-8.248,0.0,0.0775,0.466,0.000936,0.485,0.511,140.009,482360.0,4.0
Come and See Me (feat. Drake),1wZqJM5FGDEl3FjHDxDyQd,PARTYNEXTDOOR,2HPaUgqeutzr3jx5a9WyDV,rnb,"['rap', 'toronto', 'trap', 'urban', 'pop']",0.7170000000000001,0.34700000000000003,11.0,-10.265,0.0,0.0636,0.0511,2.43e-06,0.087,0.0589,84.98700000000002,235477.0,4.0
Motivation,6rbhWExtuchhpLC5fHnB8n,Kelly Rowland,3AuMNF8rQAKOzjYppFNAoB,rnb,"['neo', 'pop', 'hip', 'urban', 'r&b', 'post-teen', 'dance', 'atl']",0.7440000000000001,0.672,9.0,-5.589,0.0,0.0418,0.187,0.000123,0.105,0.266,140.889,230560.0,4.0
Slow Motion,4NYwy0R3NdvORX2B6OZXBT,Trey Songz,2iojnBLj0qIMiKPvVhLnsH,rnb,"['urban', 'dance', 'pop', 'r&b']",0.733,0.408,7.0,-7.834,0.0,0.0388,0.679,3.92e-05,0.11,0.29100000000000004,94.947,197854.0,4.0
When We,2HWelwHQS4EdRqIycZOc3O,Tank,4mwXUEKaW4ftbncf9Hi58l,rnb,"['urban', 'pop', 'r&b']",0.635,0.324,6.0,-9.51,0.0,0.0769,0.165,4.18e-06,0.108,0.0741,117.863,309120.0,4.0
B.E.D.,1B6TmCvKjC4dopBohVW51x,Jacquees,4tMm1dU6Gn04VAZ9ClHcIZ,rnb,"['pop', 'rap', 'urban', 'r&b', 'dance', 'atl']",0.7390000000000001,0.536,1.0,-6.501,1.0,0.0587,0.00368,0.0,0.0968,0.193,122.022,236147.0,4.0
Focus,3tZs3nVjySLbL320lP4mvs,H.E.R.,3Y7RZ31TRPVadSFVy1o8os,rnb,"['pop', 'urban', 'alternative', 'r&b', 'dance']",0.415,0.313,1.0,-12.945,0.0,0.0561,0.255,1.4e-05,0.117,0.0875,84.95299999999997,200133.0,4.0
Far Away,5KVbaJP4IOZmZZlj5v4jp2,Marsha Ambrosius,46VWDbmWmzvPBTmkSr25gM,rnb,"['neo', 'hip', 'urban', 'r&b', 'pop', 'british']",0.433,0.6679999999999999,9.0,-6.544,1.0,0.211,0.221,0.0,0.126,0.35100000000000003,70.47800000000002,436880.0,4.0
Angel (Live),0QmLbWOTGnaMgUCL8xfWiw,Lalah Hathaway,0uNEy4544VZq2KOl7BsLuo,rnb,"['neo', 'new', 'urban', 'soul', 'r&b', 'quiet']",0.5670000000000001,0.5,11.0,-9.294,1.0,0.033,0.369,5.5e-05,0.53,0.391,80.626,342067.0,4.0
Everything To Me,4ZOkuIDN8wRczzu1XUYC4y,Monica,6nzxy2wXs6tLgzEtqOkEi2,rnb,"['neo', 'pop', 'hip', 'new', 'urban', 'r&b', 'dance']",0.308,0.529,7.0,-5.319,0.0,0.0874,0.479,0.0,0.441,0.485,80.794,196960.0,4.0
So In Love - feat. Anthony Hamilton,78mehkHd1WUDxhcLXkbrLb,Jill Scott,6AVLthptCPhfrxlHadOBJD,rnb,"['neo', 'hip', 'urban', 'soul', 'r&b', 'quiet']",0.7090000000000001,0.7040000000000001,8.0,-6.021,1.0,0.0486,0.363,0.0,0.344,0.451,102.003,275400.0,4.0
Fire We Make,5VIUVUvwHPM2vJaQpznd5W,Alicia Keys,3DiDSECUqqY1AuBP8qtaIa,rnb,"['neo', 'hip', 'urban', 'r&b', 'pop']",0.552,0.403,2.0,-11.791,0.0,0.16699999999999998,0.402,3.78e-06,0.0617,0.394,67.531,321360.0,4.0
